BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
197200000498466,197200000498466,Eerste Broekdijk,Eerste Broekdijk,7122LB,7122LD,85,85.0,,,,,Aalten,Aalten,731182.3566818549,6784856.532058717
197200000500854,197200000500854,Stationsstraat,Stationsstraat,7122AS,7122AS,55,59.0,A,B,,,Aalten,Aalten,732432.9867182858,6786066.570334115
